,sentence,university,moral_label
388,we aim to be an even more attractive place to study and work: a truly international institution where linguistic and cultural differences are valued.,COPENHAGEN UNIVERSITY STRATEGY,1
389,"we have set overall objectives that address significant challenges in relation to climate footprint, resource use and biodiversity on campus.",COPENHAGEN UNIVERSITY STRATEGY,1
390,"in the period covered by this strategy, we will translate these objectives into concrete actions and policies.",COPENHAGEN UNIVERSITY STRATEGY,0
391,the university will actively use the knowledge generated by our researchers and by the world around us to promote and support the green transition.,COPENHAGEN UNIVERSITY STRATEGY,1
392,we will create opportunities that make it easier for students and staff to work with the university’s green transition.,COPENHAGEN UNIVERSITY STRATEGY,0
393,global perspective the university of copenhagen aims to bring knowledge into play in international contexts and contribute to a better and more sustainable world.,COPENHAGEN UNIVERSITY STRATEGY,1
394,"we encourage student mobility, attract full-degree students, engage in international alliances and seek new partnerships with elite universities across the world.",COPENHAGEN UNIVERSITY STRATEGY,0
395,"university of copenhagen · strategy 2030 8well-being, communities and good leadership our most important asset is talented staff and students who take responsibility for themselves and each other.",COPENHAGEN UNIVERSITY STRATEGY,1
396,the university will be known for prioritising well-being and job satisfaction and for fostering strong and committed ucph communities.,COPENHAGEN UNIVERSITY STRATEGY,1
397,good leadership is a key prerequisite for a good work/life balance for staff and students.,COPENHAGEN UNIVERSITY STRATEGY,1
398,"an integrated administration the university of copenhagen aims to have an integrated administration which, as an integral part of the university, contributes positively to discharging the university’s core activities.",COPENHAGEN UNIVERSITY STRATEGY,0
399,"as an academic institution, it is our responsibility to uphold the truth and we are dedicated to confronting the ongoing harm committed by settler colonialism.",Dawson College,1
400,it is thus with gratitude and appreciation that i acknowledge the participation of the many employees and students who contributed their ideas and offered their feedback on our strategic priorities for the next five years.,Dawson College,0
401,"this plan is founded on your reflections on our past and present, and on your aspirations for our future.",Dawson College,0
402,"circumstances specific to dawson, as well as forces acting across quebec society and beyond, are requiring us to re-affirm our sense of community and identity, to refine our support for the well-being of students and employees, and to carefully shape our orientations for the next five years.",Dawson College,1
403,our commitment to the over-arching value of well-being for all will entail significant changes to our institutional culture and what it means to learn and work at dawson.,Dawson College,1
404,"our promises in the areas of equity, diversity, inclusion and accessibility, as well as indigenization, will involve us in work stretching well beyond the timeframe of the next five years.",Dawson College,1
405,the revised charter of the french language is already requiring a reworking of our assumptions and practices.,Dawson College,0
406,the charter is likely to change the makeup of dawson’s student population.,Dawson College,0
407,it may also have impacts on student progression and graduation; these are impacts that we will be monitoring carefully.,Dawson College,0
408,introduction 5 introduction from director general (continued) other challenges are taking shape or will emerge unexpectedly.,Dawson College,0
409,"i have confidence, however, in our ability to address what lies ahead because the specific orientations and goals of this plan reflect our institutional values and our traditional strengths in collaboration and innovation.",Dawson College,1
410,"guided by the priorities established here, we will both forge ahead with critical initiatives and respond to new factors as they arise.",Dawson College,0
411,"each of the three orientations contains approaches that advance our primary mission of student success and, at the same time, support the wellbeing of our students, of the dawson community of employees and of the environment that sustains us all.",Dawson College,1
412,we have equally been guided by our commitment to institutional excellence.,Dawson College,1
413,"the eight goals of this plan set a high bar for the dawson community, but we have a history of exceeding expectations and providing leadership to the entire college network.",Dawson College,1
414,"diane gauvin director general, dawson college dawson peace gardenmission dawson college is a vibrant and inclusive community dedicated to providing quality higher education.",Dawson College,1
415,"our mission is to: educate a diverse population of students through transformative and innovative learning activities; engage learners and empower them to become active, responsible citizens; enrich society by offering life-long learning opportunities, cultivating partnerships and contributing to a peaceful and sustainable future.",Dawson College,1
416,"vision to be an institution of higher learning that fosters academic achievement and personal and collective flourishing, where integrated strategies to guide learning, enhance engagement and promote well-being combine to model the kind of world we want to live in.",Dawson College,1
